,Movie title,Released Year,ImDb Rating
1174,Vic the Viking and the Magic Sword,(2019),5.1
1175,The Snow Queen 3: Fire and Ice,(2016),6
1176,Barbie and the Secret Door,(2014),5.5
1177,Tamako Love Story,(2014),7
1178,Penguin's Memory: A Tale of Happiness,(1985),6.9
1179,Ivan the Incredible,(2012),4.3
1180,Godzilla: Planet of the Monsters,(2017),6
1181,You Animal!,(2020),6.4
1182,Huevos: Little Rooster's Egg-cellent Adventure,(2015),5.7
1183,The King of Pigs,(2011),6.7
1184,The Big Broadcast of 1938,(1938),6.1
1185,Snow White: The Sequel,(2007),4.6
1186,The Boxcar Children - Surprise Island,(2018),4.7
1187,"Hey There, It's Yogi Bear",(1964),6.5
1188,Kochadaiiyaan,(2014),6.2
1189,"Boo, Zino & the Snurks",(2004),5.2
1190,In the Aftermath,(1988),4.6
1191,North Wind: Broken Time,(2020),9.2
1192,Revival of Evangelion,(1998),7.7
1193,The Jungle Bunch,(2017),5.3
1194,Gintama the Movie: The Final Chapter - Be Forever Yorozuya,(2013),8.2
1195,Immigrants (L.A. Dolce Vita),(2008),5.7
1196,The Big Wish,(2019),4.7
1197,Dot and the Kangaroo,(1977),7
1198,Space Dogs,(2010),5.1
1199,Summer Days with Coo,(2007),7.4
1200,BraveStarr: The Legend,(1988),6.8
1201,The Snow Queen 2,(2014),5.8
1202,Legend of Kung Fu Rabbit,(2011),3.1
1203,Borley Rectory,(2017),5.7
1204,Pinkfong & Baby Shark's Space Adventure,(2019),5
1205,Galaxy Express 999,(1979),7.4
1206,The King's Avatar: For the Glory,(2019),6.6
1207,My Little Pony: Equestria Girls,(2013),6.2
1208,The Ape Star,(2021),6.2
1209,Gumby: The Movie,(1995),6
1210,Window Horses,(2016),6.8
1211,The Seventh Brother,(1991),6.7
1212,Princesse Dragon,(2021),7.7
1213,Maya the Bee Movie,(2014),5.9
1214,The Elm-Chanted Forest,(1986),8
1215,Gekijouban Sekaiichi hatsukoi: Yokozawa Takafumi no baai,(2014),7.5
1216,Project A-Ko,(1986),6.9
1217,Strange Frame: Love & Sax,(2012),7.5
1218,Thomas & Friends: Sodor's Legend of the Lost Treasure,(2015),6.5
1219,Pokémon: Jirachi - Wish Maker,(2003),5.7
1220,Nerdland,(2016),5.3
1221,Bhoot and Friends,(2010),5.3
1222,Daffy Duck's Quackbusters,(1988),7.1
1223,Invention for Destruction,(1958),7.5
1224,Pokémon the Movie: Diancie and the Cocoon of Destruction,(2014),5.4
1225,The Ugly Duckling,(1997),6.4
1226,Gintama: The Movie,(2010),7.6
1227,Speckles: The Tarbosaurus,(2012),5.4
1228,Doraemon the Movie: Nobita and the Green Giant Legend,(2008),6.4
1229,Doraemon: Great Adventure in the Antarctic Kachi Kochi,(2017),6.6
1230,The Boy and the World,(2013),7.5
1231,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,(2007),7
1232,Pokémon: Zoroark: Master of Illusions,(2010),6
1233,Maya the Bee 3: The Golden Orb,(2021),5.3
1234,Mr. Bug Goes to Town,(1941),6.9
1235,Clara,(I) (2019),5
1236,The Alpine campaign,(2022),3.8
1237,Arjun: The Warrior Prince,(2012),6.7
1238,Legend of Deification,(2020),6.5
1239,Curious George 3: Back to the Jungle,(2015),5.4
1240,Saga of Tanya the Evil - The Movie,(2019),7.5
1241,Code Geass: Akito the Exiled - The Wyvern Arrives,(2012),6.6
1242,Kizumonogatari Part 2: Nekketsu,(2016),7.7
1243,Ghost in the Shell: The New Movie,(2015),6.6
1244,The Pirates Who Don't Do Anything,(2008),5.6
1245,Kangaroo Jack 2,(2004),3.9
1246,Mamma Mu och Kråkan,(2008),5.6
1247,Blue Thermal,(2022),6.9
1248,Werner - Beinhart!,(1990),6.7
1249,Welcome to Siegheilkirchen,(2021),6.6
1250,Funan,(2018),6.9
1251,Invitation to the Dance,(1956),6.3
1252,The Little Fox,(1981),8.3
1253,Boogie,(2009),6.3
1254,Tobot Movie: Attack of Robot Force,(2017),8.7
1255,Gekijouban Free! the Final Stroke - Part 1,(2021),8.2
1256,Appleseed: Ex Machina,(2007),7
1257,"Turu, the Wacky Hen",(2019),4.6
1258,Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot,(2020),6.1
1259,Thomas & Friends: The Great Discovery - The Movie,(2008),6.6
1260,Birds Like Us,(2017),5.1
1261,The Adventures of Panda Warrior,(2012),1.8
1262,The King and the Mockingbird,(1980),7.7
1263,Moshi Monsters,(2013),3.1
1264,Ghost in the Shell: Arise - Border 1: Ghost Pain,(2013),7.1
1265,Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran,(2013),7.2
1266,Little Bird's Big Adventure,(2017),5.8
1267,Dino King 3D: Journey to Fire Mountain,(2019),4.9
1268,Peppa Pig: Festival of Fun,(2019),4.6
1269,Mobile Suit Gundam Thunderbolt: December Sky,(2016),7.1
1270,Digimon Adventure Tri. Part 3: Confession,(2016),7.6
1271,Ringing Bell,(1978),7.1
1272,Swimming to Sea,(2012),7
1273,Jackboots on Whitehall,(2010),5.2
1274,Perlimps,(2022),8.1
1275,Blue Exorcist: The Movie,(2012),7.1
1276,Havoc in Heaven,(1963),8
1277,Condorito: The Movie,(2017),5.3
1278,Rakuen Tsuiho: Expelled from Paradise,(2014),6.7
1279,Moon Man,(2012),6.4
1280,A Day with SpongeBob SquarePants,(2011),7.9
1281,Todd McFarlane's Spawn 2,(1998),8.3
1282,DC Super Heroes vs. Eagle Talon,(2017),5.6
1283,Throne of Elves,(2016),5.9
1284,Slam Dunk: Zenkoku Seiha da! Sakuragi Hanamichi,(1994),7.9
1285,Revolutionary Girl Utena: The Movie,(1999),7.1
1286,Doraemon the Movie: Nobita and the Birth of Japan,(2016),6.7
1287,The Giant King,(2012),5.5
1288,Unico in the Island of Magic,(1983),7.5
1289,The Ugly Duckling and Me!,(2006),5.4
1290,Over the Sky,(2020),5.4
1291,Chihuahua: The Movie,(2009),3.8
1292,Buñuel in the Labyrinth of the Turtles,(2018),7.1
1293,Princess and the Dragon,(2018),4
1294,Moondance Alexander,(2007),6.2
1295,One Piece: The Giant Mechanical Soldier of Karakuri Castle,(2006),6.5
1296,Storybook,(1994),4.8
1297,A Truthful Mother,(2019),8
1298,Mardock Scramble: The First Compression,(2010),6.4
1299,The Magic Voyage,(1992),3.5
1300,A.C.O.R.N.S.: Operation Crackdown,(2015),3.5
1301,A Wizard's Tale,(2018),4.5
1302,10000 Years Later,(2015),5
1303,The Senior Class,(2016),5.6
1304,Psycho-Pass 3: First Inspector,(2020),7.4
1305,Chhota Bheem Himalayan Adventure,(2016),5.4
1306,Rabbit School: Guardians of the Golden Egg,(2017),5.6
1307,Elliot the Littlest Reindeer,(2018),5
1308,Trick or Treaters,(2007),6.9
1309,The Abrafaxe: Under the Black Flag,(2001),5.7
1310,Twice Upon a Time,(1983),6.9
1311,Sea Prince and the Fire Child,(1981),7
1312,Pokémon: Arceus and the Jewel of Life,(2009),6.2
1313,Doraemon: Nobita and the Castle of the Undersea Devil,(1983),6.9
1314,The Island,(II) (2021),5.9
1315,The Strawberry Shortcake Movie: Sky's the Limit,(2009),5.8
1316,Chhota Bheem aur Krishna: Mayanagari,(2011),7.7
1317,Arcadia of My Youth,(1982),7.1
1318,My Friend Ganesha,(2007),4.7
1319,The Timekeepers of Eternity,(2021),7.1
1320,Legend of Destruction,(2021),8
1321,Chhota Bheem Aur Mayavi Gorgan,(2014),8.2
1322,Dick Figures: The Movie,(2013),6.6
1323,Xico's Journey,(2020),5.1
1324,Norm of the North: Keys to the Kingdom,(2018),2.9
1325,Sing a Bit of Harmony,(2021),7.1
1326,Barbie Mariposa and The Fairy Princess,(2013),6.1
1327,Barbie in the Pink Shoes,(2013),5.5
1328,The Garden of Sinners: A Study in Murder - Part 1,(2007),7.1
1329,Blood Tea and Red String,(2006),7
1330,Ryoma! The Prince of Tennis,(2021),5.9
1331,Miss Hokusai,(2015),6.7
1332,Trinity Seven The Movie 2: Heavens Library & Crimson Lord,(2019),6.4
1333,The Murder Case of Hana & Alice,(2015),7.1
1334,Ploey,(2018),5.3
1335,Laura's Star,(2004),6.2
1336,Norm of the North: King Sized Adventure,(2019),3.3
1337,Initial D: Third Stage,(2001),7.6
1338,7 Days War,(2019),6.1
1339,Sita Sings the Blues,(2008),7.6
1340,"The Looney, Looney, Looney Bugs Bunny Movie",(1981),7.1
1341,The Testament of Sister New Devil: Departures,(2018),6.8
1342,Barbie Princess Adventure,(2020),5.5
1343,Heart and Yummie,(2010),7.3
1344,A Warrior's Tail,(2015),4.4
1345,Santaman,(2022),3.9
1346,The Seventh Dwarf,(2014),4.6
1347,The Adventures of Mowgli,(1973),7.7
1348,Dangerous When Wet,(1953),6.2
1349,The Last Fiction,(2018),6.8
1350,Giovanni's Island,(2014),7.3
1351,Norm of the North: Family Vacation,(2020),2.9
1352,The Humpbacked Horse,(1975),7.5
1353,Live Freaky Die Freaky,(2006),4.8
1354,Dilili in Paris,(2018),6.8
1355,"One Piece: Episode of Chopper Plus - Bloom in the Winter, Miracle Sakura",(2008),7
1356,The Donkey King,(2018),6.1
1357,Marona's Fantastic Tale,(2019),7.5
1358,The Jungle Book: The Movie,(2012),7.7
1359,Little Savages,(2016),5
1360,Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari,(2016),7.8
1361,Dashavatar,(2008),6.3
1362,Best Birthday Ever,(2021),5.6
1363,"Adieu, Galaxy Express 999: Last Stop Andromeda",(1981),7.1
1364,Kung Food,(2018),6.5
1365,Curious George: Cape Ahoy,(2021),6.6
1366,Black Butler: Book of Murder,(2014),8
1367,Dofus: Book 1 - Julith,(2015),7.5
1368,Doraemon the Movie: Nobita's Little Star Wars 2021,(2022),6.6
1369,"Paw Patrol: Ready, Race, Rescue!",(2019),4.6
1370,Mortadelo and Filemon: Mission Implausible,(2014),6.4
1371,The Legend of Hallowaiian,(2018),4.9
1372,Monster Zone,(2020),5.1
1373,Wrinkles,(2011),7.6
1374,City Hunter: Shinjuku Private Eyes,(2019),6.4
1375,Winx Club: The Mystery of the Abyss,(2014),5.7
1376,Footrot Flats: The Dog's Tale,(1986),7
1377,The Scarecrow,(2000),6.2
1378,Zombillénium,(2017),6.3
1379,Josep,(2020),7.4
1380,Outback,(2012),4.7
1381,Bunyan and Babe,(2017),4.9
1382,The Journey,(II) (2021),7
1383,Fortune Favors Lady Nikuko,(2021),6.8
1384,Totsukuni no shôjo,(2022),6.6
1385,Finnick,(2022),6
1386,Zoku Owarimonogatari,(2018),7.9
1387,Treasure Island,(1973),5.7
1388,Nahuel and the Magic Book,(2020),6.6
1389,Hal,(2013),6.7
1390,The Little Polar Bear,(2001),5.8
1391,Yamasong: March of the Hollows,(2017),5
1392,Lotte from Gadgetville,(2006),7.1
1393,Under the Sea,(2020),7.1
1394,Crayon Shinchan Super Dimension the Storm Called My Bride,(2010),6.6
1395,Todd and the Book of Pure Evil: The End of the End,(2017),7
1396,The Snow Queen,(2012),5.3
1397,Rock Dog 2: Rock Around the Park,(2021),4.9
1398,Mobile Suit Gundam: The Origin I - Blue-Eyed Casval,(2015),7.5
1399,Bleach the Movie 2: The Diamond Dust Rebellion,(2007),7
1400,The Little Engine That Could,(2011),5.7
1401,K-On! The Movie,(2011),7.6
1402,Lissi und der wilde Kaiser,(2007),5.1
1403,Journey to Saturn,(2008),5.7
1404,The Illusionauts,(2012),2.3
1405,Buddha: The Great Departure,(2011),6.2
1406,"Love, Chunibyo & Other Delusions the Movie: Rikka Takanashi Revision",(2013),6.3
1407,The Sorcerer's Apprentice,(1978),7.5
1408,My Grandfather's Demons,(2022),7.4
1409,Sid the Science Kid: The Movie,(2013),4.5
1410,The Haunted House: The Secret of the Cave,(2018),8.1
1411,Wheely,(2018),4
1412,Octonauts: The Ring of Fire,(2021),6.4
1413,Babes in Toyland,(1997),4.8
1414,Winx Club 3D: Magical Adventure,(2010),6
1415,Friends Forever,(2009),5.5
1416,Hello Carbot the Movie: The Secret of Omphalos Island,(2019),7.1
1417,Captain Sabertooth and the Magic Diamond,(2019),5.8
1418,The Swallows of Kabul,(2019),7.4
1419,The Donkey King,(2020),5
1420,B.C. Rock,(1980),5.9
1421,The Relative Worlds,(2019),5.7
1422,Moomins on the Riviera,(2014),6
1423,Lupin the Third: The Gravestone of Daisuke Jigen,(2014),7.2
1424,Hugo: The Movie Star,(1996),5.3
1425,Leo Da Vinci: Mission Mona Lisa,(2018),5
1426,The Return of Tiny Toon,(2018),5.7
1427,Faeries,(1999),5.4
1428,Detective Conan: The Phantom of Baker Street,(2002),7.8
1429,Yâr Bana Bir Eglence,(2022),4.1
1430,Vexille,(2007),6.8
1431,The Princess and the Pilot,(2011),7
1432,Cheech & Chong's Animated Movie,(2013),4.7
1433,Moomins and the Winter Wonderland,(2017),5.6
1434,Dunderklumpen!,(1974),6.9
1435,BanG Dream! Poppin'Dream!,(2022),8.2
1436,Napping Princess,(2017),6.3
1437,Octonauts & the Great Barrier Reef,(2020),6.6
1438,The Swan Princess: A Royal Wedding,(2020),5.6
1439,Barbie: Star Light Adventure,(2016),5.7
1440,War of the Worlds: Goliath,(2012),5.4
1441,Crayon Shin-chan: Action Kamen vs. Demon,(1993),6.6
1442,Boonie Bears: The Big Shrink,(2018),5.4
1443,Kirikou and the Wild Beasts,(2005),6.6
1444,Robotech: The Movie,(1986),6.2
1445,The Story of the Fox,(1937),7.7
1446,The Rodfellows Movie,(2020),3.3
1447,Detective Conan: The Darkest Nightmare,(2016),6.9
1448,Lensman,(1984),6.4
1449,Princes and Princesses,(2000),7.6
1450,Lupin III vs. Detective Conan: The Movie,(2013),6.4
1451,The Flying Luna Clipper,(1987),6.7
1452,Pokémon Ranger and the Temple of the Sea,(2006),5.9
1453,Little Foot,(2020),4.3
1454,Shinbone Alley,(1970),5.4
1455,Alice in Wonderland,(1949),6.2
1456,Have a Nice Day,(2017),6.4
1457,The Wind Guardians,(2018),7.1
1458,Go Fish,(2019),3.5
1459,Detective Conan: Countdown to Heaven,(2001),7.6
1460,The Pied Piper,(1986),7.8
1461,Arion,(1986),6.4
1462,Rio 2096: A Story of Love and Fury,(2013),7.1
1463,Toys in the Attic,(2009),6.4
1464,Angela's Christmas Wish,(2020),7.1
1465,Fireman Sam: Alien Alert,(2016),4.9
1466,Black Jack: The Movie,(1996),6.7
1467,Cattle Hill,(2018),5.1
1468,Kirikou and the Men and Women,(2012),6.5
1469,My Little Pony: Equestria Girls - Rainbow Rocks,(2014),6.9
1470,The Snow Queen,(1995),5.9
1471,Puella Magi Madoka Magica the Movie Part 2: Eternal,(2012),7.9
1472,The Nutcrackers,(2010),5.7
1473,Hedgehogs,(2016),4
1474,The Fake,(2013),6.8
1475,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,(2004),7
1476,Anne of Green Gables: Road to Green Gables,(2010),7.1
1477,"My Beautiful Girl, Mari",(2002),6.5
1478,Saekano: How to Raise a Boring Girlfriend Fine,(2019),7.5
1479,Fireman Sam: Set for Action!,(2018),4.9
1480,Pachamama,(2018),6.8
1481,Motu Patlu Kung Fu Kings Returns,(2021),3.7
1482,The Prodigy,(2009),1.8
1483,Doraemon: Nobita and the Legend of the Sun King,(2000),7
1484,Azur & Asmar: The Princes' Quest,(2006),7.4
1485,Blackfox,(2019),6.1
1486,The Missing Lynx,(2008),5.2
1487,Boonie Bears: To the Rescue,(2014),4.5
1488,Revue Starlight the Movie,(2021),7.9
1489,Code Geass: Lelouch of the Rebellion - Emperor,(2018),7.6
1490,Ice Princess Lily,(2018),5.1
1491,Donkey Xote,(2007),4.6
1492,LEGO DC: Shazam - Magic & Monsters,(2020),6.2
1493,Hui Buh: Das Schlossgespenst,(2006),4.8
1494,Tales of the Night,(2011),6.9
1495,The Greatest Miracle,(2011),4.5
1496,Trinity Seven: Eternity Library & Alchemic Girl,(2017),6.4
1497,Pororo3: Cyber Space Adventure,(2015),6
1498,Moomins and the Comet Chase,(2010),6
1499,The Mystery of the Third Planet,(1981),7.9
1500,Fairy Tail: Priestess of the Phoenix,(2012),7
1501,Madeline: Lost in Paris,(1999),6
1502,RPG Metanoia,(2010),6.5
1503,Troy: The Resurrection of Aeneas,(2018),1.1
1504,Coppelia,(2021),6.4
1505,Adam by Eve: A Live in Animation,(2022),6.1
1506,Animal Crossing: The Movie,(2006),6.6
1507,Tintin and the Lake of Sharks,(1972),6.2
1508,Legend Quest: The Legend of La Nahuala,(2007),6.1
1509,"Yo-kai Watch Movie: It's the Secret of Birth, Meow!",(2014),5.4
1510,Brave Story,(2006),6.5
1511,Jack and the Beanstalk,(1974),7.1
1512,Doraemon: Nobita and the Winged Braves,(2001),6.8
1513,Lupin the Third: Fujiko Mine's Lie,(2019),6.9
1514,Girls und Panzer das Finale: Part III,(2021),8.4
1515,Samson & Sally,(1984),7
1516,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,(2012),5.8
1517,Doraemon the Movie: The New Records of Nobita's Spaceblazer,(2009),6.5
1518,The Big Bang,(1987),5.6
1519,Night of the Living Dead: Darkest Dawn,(2015),3.8
1520,The Fixies: Top Secret,(2017),5
1521,Samsam,(2019),5
1522,The Rabbi's Cat,(2011),7.1
1523,WXIII: Patlabor the Movie 3,(2001),6.6
1524,"Daddy, I'm a Zombie",(2011),4.3
1525,Origin: Spirits of the Past,(2006),6.3
1526,The Fantastic Adventures of Unico,(1981),7.3
1527,The Princess and the Magic Mirror,(2014),4.7
1528,12 Pups of Christmas,(2018),4.2
1529,Titus: Mystery of the Enygma,(2020),8.1
1530,Zarafa,(2012),6.9
1531,In Search of the Titanic,(2004),1.3
1532,Saezuru Tori Wa Habatakanai: The Clouds Gather,(2020),6.8
1533,Star Blazers 2199: Odyssey of the Celestial Ark,(2014),7.2
1534,Life's a Jungle: Africa's Most Wanted,(2012),1.6
1535,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fighting,(2007),7.1
1536,Fate/Grand Order The Movie Divine Realm Of The Round Table: Camelot Paladin; Agateram,(2021),6.7
1537,Christmas Thieves,(2021),5
1538,The Mouse and His Child,(1977),6.8
1539,A Chinese Ghost Story: The Tsui Hark Animation,(1997),6.5
1540,"Momotaro, Sacred Sailors",(1945),5.6
1541,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,(2012),6.6
1542,Professor Layton and the Eternal Diva,(2009),6.6
1543,Sherlock Holmes and the Great Escape,(2019),6.2
1544,The Daydreamer,(1966),6.1
1545,Jungle Emperor Leo,(1997),6.6
1546,Detective Conan: Crimson Love Letter,(2017),6.5
1547,Doraemon: Nobita's Diary on the Creation of the World,(1995),6.7
1548,Sea Level,(2011),4.3
1549,Chhota Bheem Krishna vs Zimbara,(2013),7.2
1550,A Yeti Adventure,(2017),5.1
1551,Crayon Shin-chan: Mononoke Ninja Chinpuden,(2022),8.3
1552,Mumfie's Quest: The Movie,(1996),8.1
1553,The Secret Princess,(2016),9.3
1554,Idiots and Angels,(2008),7
1555,Phoenix 2772,(1980),6.8
1556,VeggieTales: Noah's Ark,(2015),6.7
1557,Pokémon the Movie: Black - Victini and Reshiram,(2011),5.6
1558,Chhota Bheem Paanch Ajoobe,(2014),6.9
1559,Vampires in Havana,(1985),6.9
1560,Stormy Night,(2005),6.9
1561,The Knight and the Princess,(2019),5.6
1562,A Mouse Tale,(2012),4.9
1563,InuYasha the Movie 3: Swords of an Honorable Ruler,(2003),7.6
1564,Revival,(2018),6.5
1565,Pets 2,(2021),4.9
1566,Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,(2016),8.5
1567,Doraemon the Movie: Nobita's New Dinosaur,(2020),7.1
1568,Les secrets de mon père,(2022),5.9
1569,Doraemon: Nobita and the Wind Wizard,(2003),7
1570,Peter-No-Tail,(1981),7
1571,Little Singham: Kaal Ka Badla,(2020),7.1
1572,Romeo & Juliet: Sealed with a Kiss,(2005),3.6
1573,Totally Spies! The Movie,(2009),6.3
1574,Eureka: Eureka Seven Hi-Evolution,(2021),6.9
1575,Lamya's Poem,(2021),8
1576,Black Is Beltza,(2018),5.8
1577,Detective Conan: Zero the Enforcer,(2018),6.2
1578,Yu Yu Hakusho: Fight for the Netherworld,(1994),6.7
1579,Detective Conan: The Last Wizard of the Century,(1999),7.5
1580,Beyblade: The Movie - Fierce Battle,(2002),5.5
1581,The Moment You Fall in Love,(2016),5.9
1582,Human Lost,(2019),5.2
1583,Tubby the Tuba,(1975),6.3
1584,Looking for Magical DoReMi,(2020),6.7
1585,The Mighty Kong,(1998),3.9
1586,The Elephant King,(2017),4.7
1587,Dyrene i Hakkebakkeskogen,(2016),6.8
1588,Fist of the North Star: The Legend of Kenshiro,(2008),6.9
1589,Ana and Bruno,(2017),6.7
1590,Little Witch Academia: The Enchanted Parade,(2015),7.3
1591,Two Buddies and a Badger: The Great Big Beast,(2020),5.9
1592,Barefoot Gen 2,(1986),7.1
1593,Pets,(2020),6.7
1594,009 Re: Cyborg,(2012),5.8
1595,The Care Bears Adventure in Wonderland,(1987),5.6
1596,"Kimba, the White Lion",(1966),6.8
1597,Thomas & Friends: The Great Race,(2016),5.7
1598,The Trouble with Terkel,(2010),7.2
1599,Two Tails,(2018),4.6
1600,Comet in Moominland,(1992),7.6
1601,Detective Conan: Captured in Her Eyes,(2000),7.5
1602,Fairy Tail: Dragon Cry,(2017),6.8
1603,Monster Island,(2017),4.7
1604,Dinosaur Train: Adventure Island,(2021),7.1
1605,Bratz Girlz Really Rock,(2008),5.9
1606,Phantom Boy,(2015),6.6
1607,The Dog of Flanders,(1997),7.6
1608,Midnight Delight,(2016),6.5
1609,Bamse and the Thief City,(2014),6.1
1610,Lupin III: Legend of the Gold of Babylon,(1985),6.1
1611,Hello Jadoo: The Secret of Jeju Island,(2022),9.1
1612,Lucky and Zorba,(1998),7.2
1613,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,(2011),7.7
1614,Alyosha Popovich and Tugarin Zmey,(2004),7.1
1615,The Smurfs and the Magic Flute,(1976),5.9
1616,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,(2020),6.5
1617,Magic Tree House,(2011),6.3
1618,The Crossing,(2021),7.4
1619,I am NeZha,(2016),5
1620,Hells,(2008),6.3
1621,Girls und Panzer der Film,(2015),7.3
1622,Slayers,(1995),6.8
1623,Cheatin',(2013),7
1624,Genius Party,(2007),6.9
1625,Up and Away,(2018),5.3
1626,"The Absurd, Surreal, Metaphysical and Fractured Destiny of Cerebus the Aardvark",(2021),6.1
1627,Doraemon: Nobita and the Knights on Dinosaurs,(1987),6.8
1628,Daffy Duck's Movie: Fantastic Island,(1983),6.9
1629,Consuming Spirits,(2012),7.4
1630,Doraemon: Nobita's Version of Saiyuki,(1988),6.8
1631,Top Cat Begins,(2015),4.3
1632,Supreme Motherhood: The Journey of Mata Sahib Kaur,(2022),9.2
1633,Fear(s) of the Dark,(2007),6.6
1634,The Laws of the Universe: The Age of Elohim,(2021),4.6
1635,Love Live! The School Idol Movie,(2015),6.9
1636,Rainbow Sea: Fly High,(2022),6.3
1637,Pokémon the Movie: Genesect and the Legend Awakened,(2013),5.4
1638,The Garden of Sinners: Future Gospel,(2013),7.1
1639,Todd McFarlane's Spawn 3: The Ultimate Battle,(1999),8.2
1640,Yu-Gi-Oh! Bonds Beyond Time,(2010),6.4
1641,Icarus,(2022),7.3
1642,Doraemon the Movie: Nobita's Dinosaur,(2006),7
1643,My Little Pony: Equestria Girls - Legend of Everfree,(2016),6.4
1644,Combat Wombat,(2020),5.2
1645,Kurt Turns Evil,(2008),6.3
1646,Babar: The Movie,(1989),6.2
1647,Shimajiro and the Rainbow Oasis,(2017),3.8
1648,Jensen & Jensen,(2011),3.5
1649,Main Krishna Hoon,(2013),5
1650,Shimajiro and the Whale's Song,(2014),8.3
1651,Luke and Lucy: The Texas Rangers,(2009),5.6
1652,Daisy Town,(1971),6.9
1653,Kung Fu Mulan,(2020),4.5
1654,Tall Tales from the Magical Garden of Antoon Krings,(2017),4.6
1655,The Everlasting Story,(2021),5.8
1656,Louis & Luca - Mission to the Moon,(2018),6.5
1657,Troll: The Tale of a Tail,(2018),5
1658,The Satellite Girl and Milk Cow,(2014),5.8
1659,"Snowflake, the White Gorilla",(2011),4.4
1660,Musclecar,(2017),4.9
1661,El apóstol,(1917),7.4
1662,The Hunchback Horse,(1947),7.4
1663,Racetime,(2018),5.5
1664,The Guardian,(2017),7
1665,Sunshine Barry and the Disco Worms,(2008),4.7
1666,Adit Sopo Jarwo: The Movie,(2021),7.1
1667,A Fox's Tale,(2008),1.3
1668,Friends: Naki on the Monster Island,(2011),6.2
1669,Terra e...,(1980),6.5
1670,Shin Chan: The Adult Empire Strikes Back,(2001),7.7
1671,Cinnamoroll: The Movie,(2007),5.4
1672,Thru the Moebius Strip,(2005),5.2
1673,The Dolphin: Story of a Dreamer,(2009),3.4
1674,Ribbit,(2014),4
1675,Horus: Prince of the Sun,(1968),6.6
1676,My Friend Bernard,(2007),4
1677,Vikram Betal,(2004),7.7
1678,Hanuman Da Damdaar,(2017),4.9
1679,Madea's Tough Love,(2015),5.1
1680,Alpha and Omega 5: Family Vacation,(2015),4.4
1681,Princess,(I) (2006),6.8
1682,Crayon Shin-Chan: Invasion!! Alien Shiriri,(2017),6.2
1683,Thor: Legend of the Magical Hammer,(2011),5
1684,When Black Birds Fly,(2015),5.6
1685,Quackerz,(2016),4.3
1686,The Magician's Hat,(1990),8.3
1687,Mobile Suit Gundam II: Soldiers of Sorrow,(1981),7.2
1688,My Sunny Maad,(2021),6.8
1689,Jungle Shuffle,(2014),4.4
1690,Urusei Yatsura: Only You,(1983),6.7
1691,Gekijouban Fate/Stay Night: Unlimited Blade Works,(2010),6.7
1692,Bob Spit: We Do Not Like People,(2021),7
1693,Psycho-Pass: Sinners of the System Case.1 Crime and Punishment,(2019),6.6
1694,Code Geass: Lelouch of the Rebellion I - Initiation,(2017),7.3
1695,Doraemon: Nobita and the Kingdom of Clouds,(1992),7
1696,Beyond the Boundary Movie: I'll Be Here - Mirai-hen,(2015),7.3
1697,Wings,(2012),3
1698,Back to the Sea,(2012),4.1
1699,Gekijôban Shingeki no Kyojin Kôhen: Jiyû no tsubasa,(2015),7.8
1700,Peter-No-Tail in America,(1985),5.7
1701,Rafadan Tayfa Dehliz Macerasi,(2018),6.3
1702,Fate/kaleid liner Prisma Illya,(2021),7
1703,Seven Crystal Balls and the Prisoners of the Sun,(1969),6.6
1704,Mobile Suit Gundam Thunderbolt: Bandit Flower,(2017),6.6
1705,How the Toys Saved Christmas,(1996),6.5
1706,Mexico's Independence,(2010),6.1
1707,Barkers: Mind the Cats!,(2020),5.3
1708,Bombay Rose,(2019),6.3
1709,Houdini,(2014),7.1
1710,Aachi & Ssipak,(2006),6.8
1711,Twelve Months,(1980),7.2
1712,Dholakpur to Kathmandu,(2013),7.6
1713,The Legend of Sarila,(2013),5
1714,Dobrinya and the Dragon,(2006),7.1
1715,The Secret Adventures of Tom Thumb,(1993),7.2
1716,Tom and Jerry: Cowboy Up!,(2022),5.1
1717,The Girl Without Hands,(2016),6.9
1718,Disaster!,(2005),4.9
1719,To Want to Fly,(1991),6.7
1720,The Day of the Crows,(2012),7.3
1721,Detective Conan: The Fourteenth Target,(1998),7.3
1722,El Cid: The Legend,(2003),5.4
1723,Cardcaptor Sakura: The Movie,(1999),7.2
1724,Doraemon: Nobita Drifts in the Universe,(1999),6.5
1725,"Love, Chunibyo & Other Delusions the Movie: Take on Me",(2018),7.3
1726,Lucky Luke: Ballad of the Daltons,(1978),6.9
1727,Mrs. Miracle the Movie,(2006),1.9
1728,"Trenk, the Little Knight",(2015),5.7
1729,Bigfoot,(II) (2018),1.5
1730,The Journey to Melonia,(1989),7.3
1731,Spirits War,(2014),4.4
