,Movie title,Released Year,ImDb Rating
1682,Hedwig and the Angry Inch,(2001),7.7
1683,Smurfs: The Lost Village,(2017),5.9
1684,A Midsummer Night's Dream,(1999),6.4
1685,The Angry Birds Movie 2,(2019),6.4
1686,Withnail & I,(1987),7.6
1687,Plus One,(I) (2019),6.6
1688,The Romantics,(2010),5
1689,Horton Hears a Who!,(2008),6.8
1690,North Dallas Forty,(1979),6.9
1691,Aria,(1987),5.7
1692,To Be or Not to Be,(1942),8.2
1693,Arthur,(1981),6.9
1694,The Beverly Hillbillies,(1993),5
1695,Osmosis Jones,(2001),6.3
1696,Home Again,(2017),5.8
1697,Wild Target,(2010),6.7
1698,Cedar Rapids,(2011),6.3
1699,Stay Tuned,(1992),6.2
1700,The Royal Treatment,(2022),5.2
1701,Night School,(2018),5.6
1702,Harlem Nights,(1989),6
1703,Adventureland,(2009),6.8
1704,Car Wash,(1976),6.1
1705,Bubba Ho-Tep,(2002),6.9
1706,Girls Just Want to Have Fun,(1985),5.9
1707,Evan Almighty,(2007),5.4
1708,Sirens,(1994),5.9
1709,Class,(1983),6
1710,Over the Moon,(2020),6.3
1711,Dirty Rotten Scoundrels,(1988),7.4
1712,The January Man,(1989),5.5
1713,The House with a Clock in Its Walls,(2018),6
1714,Batman,(1966),6.5
1715,War Machine,(2017),6
1716,I Now Pronounce You Chuck & Larry,(2007),5.9
1717,American Ultra,(2015),6.1
1718,Spy Kids 2: Island of Lost Dreams,(2002),5.2
1719,Bad Education,(2019),7.1
1720,RV,(2006),5.5
1721,Easy Money,(1983),6.2
1722,Mrs. Winterbourne,(1996),6.2
1723,The Miseducation of Cameron Post,(2018),6.6
1724,Ice Age: Dawn of the Dinosaurs,(2009),6.9
1725,The Wood,(1999),7
1726,Dude,(2018),5.1
1727,The Man Who Killed Don Quixote,(2018),6.3
1728,The Diary of a Teenage Girl,(2015),6.8
1729,Alvin and the Chipmunks: Chipwrecked,(2011),4.3
1730,In the Loop,(2009),7.4
1731,Loser,(2000),5.3
1732,Jungle 2 Jungle,(1997),5.1
1733,Villains,(I) (2019),6.2
1734,Once Bitten,(1985),5.5
1735,Look Who's Laughing,(1941),6.1
1736,Employee of the Month,(2006),5.5
1737,Tall Girl,(2019),5.2
1738,Single All the Way,(2021),6.1
1739,One Crazy Summer,(1986),6.3
1740,Spanking the Monkey,(1994),6.3
1741,Hudson Hawk,(1991),5.7
1742,Wedding of a Lifetime,(2022),6.3
1743,The One I Love,(2014),7
1744,Repo Man,(1984),6.8
1745,Inspector Gadget,(1999),4.1
1746,The Sitter,(2011),5.6
1747,Gringo,(2018),6.1
1748,One for the Money,(2012),5.3
1749,The Bad News Bears,(1976),7.3
1750,Love and Leashes,(2022),6.3
1751,Unthinkably Good Things,(2022),5.4
1752,Meet Dave,(2008),5
1753,The Master of Disguise,(2002),3.3
1754,Hannah Montana: The Movie,(2009),4.5
1755,Bad Santa,(2003),7.1
1756,Gigli,(2003),2.6
1757,The Men Who Stare at Goats,(2009),6.2
1758,Myra Breckinridge,(1970),4.4
1759,A Dog's Journey,(2019),7.4
1760,Dave,(1993),6.8
1761,The First Time,(I) (2012),6.8
1762,I Heart Huckabees,(2004),6.6
1763,Feel the Beat,(2020),6.3
1764,Behaving Badly,(2014),4.4
1765,Puss in Boots,(2011),6.6
1766,The Station Agent,(2003),7.6
1767,The Wedding Planner,(2001),5.3
1768,The Kentucky Fried Movie,(1977),6.4
1769,Ride Along,(2014),6.1
1770,"Jamón, Jamón",(1992),6.4
1771,Elizabethtown,(2005),6.3
1772,Broken Flowers,(2005),7.2
1773,Diary of a Wimpy Kid,(2021),5.1
1774,The Rescuers Down Under,(1990),6.8
1775,Volver,(I) (2006),7.6
1776,Orange County,(2002),6.2
1777,A Bad Moms Christmas,(2017),5.5
1778,Big Time Adolescence,(2019),6.9
1779,Palm Swings,(2017),4.4
1780,Ice Age: The Meltdown,(2006),6.8
1781,Cursed,(2005),5
1782,Intolerable Cruelty,(2003),6.3
1783,Michael,(1996),5.7
1784,Smokey and the Bandit II,(1980),5.2
1785,Phantom of the Paradise,(1974),7.3
1786,Mad Heidi,(2022),9.2
1787,Dumb and Dumber To,(2014),5.6
1788,Susie Searches,(2022),8
1789,Zindagi Na Milegi Dobara,(2011),8.2
1790,Daddy's Home,(2015),6.1
1791,Blindspotting,(2018),7.4
1792,Brassed Off,(1996),7.2
1793,Eddie the Eagle,(2015),7.3
1794,The Flintstones in Viva Rock Vegas,(2000),3.7
1795,Midnight Runners,(2017),7.3
1796,Big Stan,(2007),6.1
1797,No Reservations,(2007),6.3
1798,Sex Appeal,(2022),5.3
1799,Jack and Jill,(I) (2011),3.3
1800,Penguins of Madagascar,(2014),6.6
1801,Die in a Gunfight,(2021),4.4
1802,The Last Detail,(1973),7.5
1803,Mr. Smith Goes to Washington,(1939),8.1
1804,Afternoon Delight,(2013),5.7
1805,Larry Crowne,(2011),6.1
1806,Bubble Boy,(2001),5.7
1807,When You Finish Saving the World,(2022),6.5
1808,Sex and the Future,(2020),2.1
1809,Night Shift,(1982),6.5
1810,Penelope,(2006),6.7
1811,Man Bites Dog,(1992),7.4
1812,Because of Winn-Dixie,(2005),6.3
1813,Mother's Day,(I) (2016),5.6
1814,Pete's Dragon,(1977),6.3
1815,The Benchwarmers,(2006),5.5
1816,Misbehaviour,(2020),6.3
1817,The War of the Roses,(1989),6.8
1818,Daddy's Home 2,(2017),6
1819,Wallace & Gromit: The Curse of the Were-Rabbit,(2005),7.5
1820,Simchas and Sorrows,(2022),4.2
1821,Big Bug,(2022),5.5
1822,Book Club,(I) (2018),6.1
1823,"Where'd You Go, Bernadette",(2019),6.5
1824,Matchstick Men,(2003),7.3
1825,Godard Mon Amour,(2017),6.6
1826,Bandits,(2001),6.5
1827,The Cutting Edge,(1992),6.9
1828,White Men Can't Jump,(1992),6.8
1829,Slave Girls from Beyond Infinity,(1987),4.4
1830,Fright Night Part 2,(1988),5.9
1831,Around the World in 80 Days,(1956),6.7
1832,In Her Shoes,(2005),6.5
1833,Fun Mom Dinner,(2017),5.3
1834,The Perils of Gwendoline in the Land of the Yik Yak,(1984),5.2
1835,Cop Out,(2010),5.5
1836,The Muppet Movie,(1979),7.6
1837,The Lair of the White Worm,(1988),5.9
1838,Rifkin's Festival,(2020),6.1
1839,Winnie the Pooh,(2011),7.1
1840,Joe Versus the Volcano,(1990),5.9
1841,"Mektoub, My Love: Canto Uno",(2017),6.5
1842,Bolero,(1984),2.9
1843,The Lizzie McGuire Movie,(2003),5.5
1844,Strawberry Mansion,(2021),6.4
1845,Barefoot,(I) (2014),6.5
1846,Short Cuts,(1993),7.7
1847,Barnyard,(2006),5.6
1848,Nashville,(1975),7.7
1849,Flubber,(1997),5.3
1850,Dave Made a Maze,(2017),6.3
1851,20th Century Women,(2016),7.3
1852,"Angus, Thongs and Perfect Snogging",(2008),6.3
1853,Valley Girl,(2020),5.4
1854,Casanova,(2005),6.5
1855,Drive,(1997),6.6
1856,Hector and the Search for Happiness,(2014),6.9
1857,Troop Beverly Hills,(1989),5.8
1858,Let Them All Talk,(2020),6.1
1859,Stuber,(2019),6.1
1860,Shall We Dance,(2004),6.1
1861,Waitress,(2007),7
1862,My Spy,(2020),6.3
1863,"Game Over, Man!",(2018),5.4
1864,Austenland,(2013),6.3
1865,The Philadelphia Story,(1940),7.9
1866,Song of the South,(1946),7
1867,Volunteers,(1985),5.4
1868,Mr. Baseball,(1992),6
1869,Senior Moment,(2021),5.9
1870,She's Out of Control,(1989),5.3
1871,Three O'Clock High,(1987),7.1
1872,My Dinner with Andre,(1981),7.7
1873,Night of the Comet,(1984),6.3
1874,Killers,(2010),5.4
1875,Take Me Home Tonight,(2011),6.3
1876,Bean,(1997),6.5
1877,Frankie and Johnny,(1991),6.7
1878,Turner & Hooch,(1989),6.2
1879,The Tuxedo,(2002),5.4
1880,Chasing Liberty,(2004),6
1881,The Long Goodbye,(1973),7.5
1882,Local Hero,(1983),7.3
1883,The Phantom,(1996),5
1884,Mimi,(I) (2021),7.9
1885,Office Christmas Party,(2016),5.8
1886,Isn't It Romantic,(2019),5.9
1887,The Ringer,(2005),5.8
1888,Wayne's World 2,(1993),6.2
1889,The Blackening,(2022),7.2
1890,30 Minutes or Less,(2011),6.1
1891,Delicatessen,(1991),7.6
1892,Psycho Goreman,(2020),6.2
1893,Seven Brides for Seven Brothers,(1954),7.3
1894,Arsenic and Old Lace,(1944),7.9
1895,Jimmy Neutron: Boy Genius,(2001),6
1896,Tuff Turf,(1985),6
1897,Naked,(I) (2017),5.4
1898,Detective,(1985),5.7
1899,Money Plane,(2020),3.2
1900,Shanghai Noon,(2000),6.6
1901,Quest for Camelot,(1998),6.2
1902,Police Story,(1985),7.5
1903,The Campaign,(2012),6.1
1904,Ace Ventura: When Nature Calls,(1995),6.4
1905,It Takes Two,(1995),5.9
1906,Dolemite Is My Name,(2019),7.2
1907,Bottle Shock,(2008),6.8
1908,The Green Hornet,(2011),5.8
1909,The Seven Year Itch,(1955),7.1
1910,Mortdecai,(2015),5.5
1911,Six Degrees of Separation,(1993),6.8
1912,The Voices,(2014),6.3
1913,Kicking & Screaming,(2005),5.6
1914,Carnage,(2011),7.1
1915,The Kids Are All Right,(2010),7
1916,The Prince and the Showgirl,(1957),6.4
1917,SuperBob,(2015),5.7
1918,City Lights,(1931),8.5
1919,The Party,(1968),7.4
1920,The Visitor from the Future,(2022),6.6
1921,The SpongeBob Movie: Sponge Out of Water,(2015),6
1922,My Tutor,(1983),5.2
1923,Herbie Fully Loaded,(2005),4.9
1924,Around the World in 80 Days,(2004),5.8
1925,Bugsy Malone,(1976),6.8
1926,Cutthroat Island,(1995),5.7
1927,TMNT,(2007),6.2
1928,Bulletproof Monk,(2003),5.4
1929,Beautiful Thing,(1996),7.6
1930,Exit to Eden,(1994),4.2
1931,Pixie,(2020),5.8
1932,After the Sunset,(2004),6.2
1933,The Great Race,(1965),7.2
1934,Bloody Hell,(2020),6.5
1935,Little Big Man,(1970),7.6
1936,Mischief,(1985),6.5
1937,Canallas,(2022),5.2
1938,The Do-Over,(2016),5.7
1939,Just Add Love,(2022),5.7
1940,Perfect Strangers,(2016),7.7
1941,Stir Crazy,(1980),6.7
1942,Richie Rich,(1994),5.4
1943,The Kissing Booth 3,(2021),4.7
1944,Good Bye Lenin!,(2003),7.7
1945,Teaching Mrs. Tingle,(1999),5.3
1946,Snatched,(2017),4.6
1947,The Five-Year Engagement,(2012),6.2
1948,Secrets & Lies,(1996),8
1949,Ice Age: Continental Drift,(2012),6.5
1950,Cooley High,(1975),7.1
1951,Ocean's Eleven,(1960),6.5
1952,The One and Only Ivan,(2020),6.5
1953,The Woman in Red,(1984),5.9
1954,Monte Carlo,(2011),5.8
1955,Frank,(II) (2014),6.9
1956,The Hungover Games,(2014),3.5
1957,Guys and Dolls,(1955),7.1
1958,Forever My Girl,(2018),6.6
1959,Can You Ever Forgive Me?,(2018),7.1
1960,Badhaai Do,(2022),7.1
1961,French Exit,(2020),5.9
1962,I Give It a Year,(2013),5.7
1963,Be Cool,(2005),5.6
1964,Blood Fest,(2018),5.4
1965,Police Academy 2: Their First Assignment,(1985),5.7
1966,Small Engine Repair,(2021),6.5
1967,The Tailor of Panama,(2001),6.1
1968,Cat's Eye,(1985),6.3
1969,You're Killing Me Susana,(2016),6.4
1970,Beau-père,(1981),6.9
1971,Café Society,(2016),6.6
1972,Desk Set,(1957),7.2
1973,Ante Sundharaniki,(2022),7.7
1974,Bajrangi Bhaijaan,(2015),8.1
1975,Let's Be Cops,(2014),6.4
1976,Anomalisa,(2015),7.2
1977,Stick It,(2006),6.3
1978,The Producers,(1967),7.5
1979,Overboard,(2018),6
1980,Soul Plane,(2004),4.5
1981,Porco Rosso,(1992),7.7
1982,In Fabric,(2018),6.2
1983,3000 Miles to Graceland,(2001),5.9
1984,Beach Babes from Beyond,(1993),3.6
1985,The Way of the Dragon,(1972),7.2
1986,Blank Check,(1994),5.2
1987,Alfie,(2004),6.2
1988,Mr. Peabody & Sherman,(2014),6.8
1989,Only You,(1994),6.5
1990,Summer Rental,(1985),6.2
1991,Doctor X,(1932),6.4
1992,Doc Hollywood,(1991),6.3
1993,The Sleepover,(2020),5.6
1994,Gokuraku Sento Busty Hot Water Momi,(2011),8.7
1995,The Happytime Murders,(2018),5.4
1996,The Little Death,(2014),7
1997,Uncle Frank,(2020),7.3
1998,American Dreamer,(2022),7.9
1999,Come from Away,(2021),8.5
2000,Dead Snow,(2009),6.3
2001,The Freshman,(1990),6.4
2002,Red Heat,(1988),6.1
2003,Marilyn Hotchkiss' Ballroom Dancing & Charm School,(2005),6.5
2004,Blithe Spirit,(2020),5.4
2005,The Hyperions,(2022),5.4
2006,Babysitter,(2022),6.1
2007,Peter Rabbit 2: The Runaway,(2021),6.2
2008,Wonder Boys,(2000),7.2
2009,Just Married,(2003),5.4
2010,The Professor,(I) (2018),6.7
2011,The Music Man,(1962),7.8
2012,The Perfect Date,(I) (2019),5.8
2013,Summer Lovers,(1982),5.7
2014,How to Build a Girl,(2019),5.9
2015,Arabian Nights,(1974),6.7
2016,The Paper Tigers,(2020),6.3
2017,The Importance of Being Earnest,(2002),6.8
2018,Bad Trip,(2021),6.5
2019,Bye Bye Morons,(2020),6.7
2020,Tampopo,(1985),7.9
2021,Bad Words,(2013),6.6
2022,Beverly Hills Ninja,(1997),5.5
2023,Used Cars,(1980),6.7
2024,*batteries not included,(1987),6.6
2025,The NeverEnding Story III,(1994),3.1
2026,Middle Men,(2009),6.8
2027,Freddy Got Fingered,(2001),4.6
2028,The Nanny Diaries,(2007),6.2
2029,W.,(I) (2008),6.3
2030,One Cut of the Dead,(2017),7.6
2031,Tammy and the T-Rex,(1994),5.2
2032,Aline,(II) (2020),6.3
2033,Man Up,(I) (2015),6.8
2034,America: The Motion Picture,(2021),5.6
2035,Money Talks,(1997),6.2
2036,One Fine Day,(1996),6.5
2037,Laggies,(2014),6.4
2038,Holmes & Watson,(2018),3.9
2039,Butterflies Are Free,(1972),7.2
2040,La Belle Époque,(2019),7.4
2041,Wildcats,(1986),6
2042,Resort to Love,(2021),5.7
2043,Alvin and the Chipmunks: The Squeakquel,(2009),4.5
2044,Married to the Mob,(1988),6.2
2045,The Sand,(2015),3.8
2046,Suburbicon,(2017),5.7
2047,21 & Over,(2013),5.8
2048,Johnny Be Good,(1988),4.6
2049,Trick or Treat,(1986),5.8
2050,Mac and Me,(1988),3.3
2051,The Producers,(2005),6.3
2052,Life of the Party,(I) (2018),5.6
2053,"Honey, I Blew Up the Kid",(1992),4.8
2054,In for a Murder,(2021),5.4
2055,The Gigolo,(2015),4.5
2056,Cuando Sea Joven,(2021),7.9
2057,Doctor Dolittle,(1998),5.4
2058,Florence Foster Jenkins,(2016),6.8
2059,MacGruber,(2010),5.6
2060,Confessions of a Shopaholic,(2009),5.8
2061,Captain Underpants: The First Epic Movie,(2017),6.2
2062,Whatever Works,(2009),7.1
2063,My Little Pony: The Movie,(2017),6
2064,Soof 3,(2022),7
2065,Hatchet,(2006),5.6
2066,Sanju,(2018),7.6
2067,Romance in Manhattan,(1935),6.8
2068,Arthur and the Invisibles,(2006),6
2069,Frankenhooker,(1990),6.2
2070,The Kissing Booth 2,(2020),5.7
2071,The Death of Dick Long,(2019),6.4
2072,Dirty Movie,(2011),3.1
2073,To All the Boys: Always and Forever,(2021),6.3
2074,Basket Case,(1982),6.1
2075,Coonskin,(1974),6.4
2076,Drumline,(2002),5.9
2077,Bill & Ted's Bogus Journey,(1991),6.3
2078,Home Sweet Home Alone,(2021),3.6
2079,In & Out,(1997),6.4
2080,The Kid Detective,(2020),7
2081,Bernie,(2011),6.8
2082,Thunderbirds,(2004),4.3
2083,Ride Along 2,(2016),5.9
2084,I Love You Phillip Morris,(2009),6.6
2085,The Wrecking Crew,(1968),5.4
2086,Like Mike,(2002),5.3
2087,Analyze That,(2002),5.9
2088,The Sessions,(2012),7.2
2089,Good on Paper,(2021),5.6
2090,"Men, Women & Children",(2014),6.6
2091,Agent Cody Banks,(2003),5.1
2092,Something Wild,(1986),6.9
2093,Walk of Shame,(2014),6
2094,The Adventures of Ford Fairlane,(1990),6.4
2095,Feast,(2005),6.2
2096,The Fundamentals of Caring,(2016),7.3
2097,Guess Who's Coming to Dinner,(1967),7.8
2098,Cooties,(2014),5.7
2099,Camp Nowhere,(1994),6
2100,All at Sea,(2010),5.8
2101,Made in Italy,(2020),5.9
2102,Pump Up the Volume,(1990),7.2
2103,Women in Trouble,(2009),5.6
2104,Kinky Boots,(2005),7.1
2105,Get Over It,(2001),5.7
2106,Vampire's Kiss,(1988),6
2107,All About Steve,(2009),4.8
2108,Queen Bees,(2021),6.2
2109,The Money Pit,(1986),6.4
2110,Philomena,(2013),7.6
2111,Dirty Weekend,(2015),5
2112,School Dance,(2014),4.5
2113,2 Days in the Valley,(1996),6.5
2114,Lie Hard,(2022),5.3
2115,Bewitched,(2005),4.8
2116,Our Miss Brooks,(1956),6.4
2117,Major League II,(1994),5.6
2118,Stuck on You,(2003),5.8
2119,Desperados,(2020),5.2
2120,Ivy + Bean: The Ghost That Had to Go,(2022),6.1
2121,Deuce Bigalow: European Gigolo,(2005),4.6
2122,And So It Goes,(2014),5.8
2123,Bhool Bhulaiyaa 2,(2022),5.7
2124,Unpregnant,(2020),6.4
2125,Om Shanti Om,(2007),6.7
2126,Rim of the World,(2019),5.2
2127,Super-héros malgré lui,(2021),6.1
2128,Up in Smoke,(1978),6.9
2129,1UP,(2022),3
2130,Victor/Victoria,(1982),7.6
2131,A Dirty Shame,(2004),5.1
2132,The Madness of King George,(1994),7.2
2133,Locked Down,(I) (2021),5.2
2134,Kangaroo Jack,(2003),4.4
2135,Madea Goes to Jail,(2009),4.4
2136,Look Who's Back,(2015),7
2137,Double Team,(1997),4.8
2138,Aquaslash,(2019),3.9
2139,Hoodwinked,(2005),6.5
2140,The Canterbury Tales,(1972),6.4
2141,Severance,(2006),6.4
2142,Best Sellers,(2021),6.1
2143,Falling for Figaro,(2020),6.4
2144,Taxi,(I) (1998),6.9
2145,Jingle All the Way,(1996),5.7
2146,You Again,(2010),5.7
2147,Mom and Dad,(2017),5.5
2148,The Last Days of Disco,(1998),6.7
2149,Dracula: Dead and Loving It,(1995),5.8
2150,The Ladykillers,(2004),6.2
2151,Support Your Local Sheriff!,(1969),7.5
2152,Very Bad Things,(1998),6.3
2153,Second Act,(2018),5.8
2154,Riding in Cars with Boys,(2001),6.5
2155,Kal Ho Naa Ho,(2003),7.9
2156,Deathstalker II,(1987),5.1
2157,The Big Green,(1995),5.5
2158,Man of the House,(I) (2005),5.4
2159,Music and Lyrics,(2007),6.5
2160,A Haunted House,(2013),5
2161,The Brothers Bloom,(2008),6.7
2162,After the Thin Man,(1936),7.6
2163,Lady of the Manor,(2021),5.3
2164,Asterix & Obelix: Mission Cleopatra,(2002),6.6
2165,The Wizard,(1989),6
2166,Barbershop,(2002),6.3
2167,Fanboys,(2009),6.5
2168,The Best Little Whorehouse in Texas,(1982),6
2169,Gnomeo & Juliet,(2011),5.9
2170,The Swan Princess,(1994),6.4
2171,A Castle for Christmas,(2021),5.5
2172,Nude Tuesday,(2022),5.8
2173,The Boss,(2016),5.4
2174,A Lot Like Love,(2005),6.6
2175,Cléo from 5 to 7,(1962),7.9
2176,Runaway Bride,(1999),5.6
2177,Beast,(II) (2022),5.2
2178,The Zero Theorem,(2013),6
2179,Electric Dreams,(1984),6.4
2180,Shampoo,(1975),6.4
2181,The Cat Returns,(2002),7.2
2182,Oscar,(1991),6.5
2183,Nim's Island,(2008),6
2184,Liberal Arts,(2012),6.7
2185,Sissy,(2022),6.7
2186,Running Scared,(1986),6.5
2187,A Boy and His Dog,(1975),6.4
2188,The Jane Austen Book Club,(2007),6.7
2189,The Life and Times of Judge Roy Bean,(1972),6.9
2190,Georgia Rule,(2007),5.8
2191,Loverboy,(1989),6
2192,Zookeeper,(2011),5.2
2193,Superintelligence,(2020),5.4
2194,Day for Night,(1973),8
2195,The Great Gildersleeve,(1942),6
2196,When in Rome,(2010),5.5
2197,Diggers,(2006),6.3
2198,How to Lose Friends & Alienate People,(2008),6.4
2199,Blow the Man Down,(2019),6.4
2200,"Hello, Dolly!",(1969),7
2201,Kung Pow: Enter the Fist,(2002),6.2
2202,Cannonball Run II,(1984),5
2203,Nowhere,(1997),6.4
2204,Falling Inn Love,(2019),5.6
2205,Goosebumps 2: Slappy's Revenge,(2018),5.6
2206,Bratz,(2007),3
2207,Drunken Master,(1978),7.4
2208,24 Hour Party People,(2002),7.3
2209,Underground,(1995),8.1
2210,Mr. Magorium's Wonder Emporium,(2007),6.2
2211,Anaïs in Love,(2021),6.4
2212,D3: The Mighty Ducks,(1996),5.4
2213,Blue Streak,(1999),6.3
2214,Harriet the Spy,(1996),5.9
2215,Heaven Can Wait,(1978),6.9
2216,Dark Star,(1974),6.2
2217,A Return to Salem's Lot,(1987),4.3
2218,Grind,(2003),5.9
2219,Broadcast News,(1987),7.2
2220,Duck Butter,(2018),5.3
2221,Rimini,(2022),7
2222,"Hello, My Name Is Doris",(2015),6.6
2223,UglyDolls,(2019),5
2224,Nothing in Common,(1986),5.9
2225,Here Today,(2021),6.7
2226,The Big Hit,(1998),6
2227,Marmaduke,(2022),3.5
2228,Chopping Mall,(1986),5.6
2229,Doula,(I) (2022),4.3
2230,Ernest Goes to Camp,(1987),5.4
2231,The House,(I) (2017),5.6
2232,Hannah and Her Sisters,(1986),7.9
2233,Murphy's Romance,(1985),7
2234,The Jesus Rolls,(2019),4.4
2235,Diner,(1982),7.1
2236,Abominable,(2019),7
2237,Sleepaway Camp II: Unhappy Campers,(1988),5.5
2238,Showing Up,(2022),6.1
2239,The Discreet Charm of the Bourgeoisie,(1972),7.8
2240,I'm Still Here,(I) (2010),6.1
2241,My Name Is Nobody,(1973),7.3
2242,The Cottage,(2008),6.1
2243,Playtime,(1967),7.8
2244,Spy Kids 4: All the Time in the World,(2011),3.5
2245,Waiting for Forever,(2010),5.9
2246,The Rag Man,(1925),7
2247,Fifty Shades of Black,(2016),3.5
2248,The Ice Pirates,(1984),5.6
2249,We're Back! A Dinosaur's Story,(1993),6
2250,Club Dread,(2004),5.6
2251,From Up on Poppy Hill,(2011),7.4
2252,The Hudsucker Proxy,(1994),7.2
2253,Vanguard,(I) (2020),4.7
2254,Middle Class Love,(2022),7.5
2255,First Daughter,(2004),5
2256,Dream a Little Dream,(1989),5.7
2257,Out of the Dark,(1988),5.3
2258,The Peanuts Movie,(2015),7
2259,Serial (Bad) Weddings 3,(2021),6.1
2260,Moon Man,(2022),6.5
2261,Bordello of Blood,(1996),5.4
2262,The Richest Girl in the World,(1934),6.3
2263,Wrongfully Accused,(1998),6
2264,Desperately Seeking Susan,(1985),6.1
2265,Housebound,(2014),6.7
2266,Sex and Zen,(1991),5.6
2267,The Rebound,(2009),6.3
2268,Home on the Range,(2004),5.3
2269,Barfly,(1987),7.1
2270,Ladybug & Cat Noir: The Movie,(2022),9.1
2271,Next Door,(2021),6.8
2272,New Year's Eve,(2011),5.6
2273,Butter,(2020),5.7
2274,Hobo with a Shotgun,(2011),6.1
2275,The Hunter,(1980),6.2
2276,Dr. Dolittle 2,(2001),4.7
2277,She's Having a Baby,(1988),5.9
2278,G-Force,(2009),5.1
2279,Screwballs,(1983),4.6
2280,Age of Consent,(1969),6.4
2281,Goon,(2011),6.8
2282,Dear White People,(2014),6.1
2283,The Guardians,(2017),4
2284,Oklahoma!,(1955),7
2285,An Evening with Beverly Luff Linn,(2018),5.8
2286,Kuch Kuch Hota Hai,(1998),7.6
2287,Death to Smoochy,(2002),6.3
2288,The Jewel of the Nile,(1985),6.1
2289,Catch-22,(1970),7.1
2290,Muppets Most Wanted,(2014),6.4
2291,Harold & Kumar Escape from Guantanamo Bay,(2008),6.5
2292,Babyteeth,(2019),7.2
2293,The Sure Thing,(1985),7
2294,Hit and Run,(I) (2012),6.1
2295,Time Pirates,(2022),5.9
2296,Hell Comes to Frogtown,(1988),5.5
2297,The Civil War on Drugs,(2011),7.7
2298,Starf*cker,(2022),8.6
2299,Private Resort,(1985),5.2
2300,Tooth Fairy,(I) (2010),5
2301,What We Did on Our Holiday,(2014),6.9
2302,Into the Night,(1985),6.4
2303,"Juliet, Naked",(2018),6.6
2304,Buba,(2022),5.8
2305,Night of the Demons,(2009),4.6
2306,Roar,(1981),6.1
2307,Everyone Says I Love You,(1996),6.7
2308,Troll,(1986),4.5
2309,Bachelorette,(2012),5.3
2310,Gentlemen Broncos,(2009),6.1
2311,Big Business,(1988),6.4
2312,Bandslam,(2009),6.3
2313,The Big Year,(2011),6.2
2314,Bride & Prejudice,(2004),6.2
2315,Red Shoes and the Seven Dwarfs,(2019),6.4
2316,Still Breathing,(1997),6.5
2317,Popcorn,(1991),5.8
2318,Stargirl,(2020),6.2
2319,Ghost Town,(I) (2008),6.7
2320,Brüno,(2009),5.9
2321,White Christmas,(1954),7.5
2322,The Pirates: The Last Royal Treasure,(2022),6.1
2323,Love Accidentally,(2022),5.3
2324,Bedazzled,(1967),6.8
2325,Alvin and the Chipmunks: The Road Chip,(2015),4.9
2326,Nude Nuns with Big Guns,(2010),3.9
2327,Dinner in America,(2020),7.2
2328,10 Years,(2011),6.1
2329,G.I. Blues,(1960),6.1
2330,Downhill,(I) (2020),4.9
2331,Raising Helen,(2004),6
2332,One Wild Moment,(2015),6.2
2333,Who's Harry Crumb?,(1989),5.9
2334,Toys,(1992),5.1
2335,Slumber Party Massacre II,(1987),4.6
2336,Made in U.S.A,(1966),6.2
2337,Zoey's Extraordinary Christmas,(2021),7.3
2338,The Man Who Knew Too Little,(1997),6.6
2339,5 Flights Up,(2014),6.2
2340,100 Girls,(2000),5.8
2341,The Right Kind of Wrong,(2013),6.1
2342,My Best Friend's Girl,(2008),5.8
2343,Boonie Bears: Back to Earth,(2022),5.8
2344,High Anxiety,(1977),6.6
2345,Somewhere,(2010),6.3
2346,Pollyanna,(1960),7.4
2347,Spy Hard,(1996),5.3
2348,Zombeavers,(2014),4.8
2349,Sometimes Always Never,(2018),6.2
2350,Problem Child 2,(1991),4.8
2351,Swept Away,(2002),3.6
2352,Mighty Aphrodite,(1995),7
2353,Love Wedding Repeat,(2020),5.5
2354,The Beta Test,(2021),6.1
2355,Ten Inch Hero,(2007),7.3
2356,Topsy-Turvy,(1999),7.3
2357,Sinbad: Legend of the Seven Seas,(2003),6.7
2358,Pieles,(2017),6.1
2359,Bird on a Wire,(1990),6
2360,Meet the Feebles,(1989),6.6
2361,Tad: The Lost Explorer,(2012),5.9
2362,Damsel,(I) (2018),5.5
2363,Harvey,(1950),7.9
2364,Killing Gunther,(2017),4.8
2365,"Black Cat, White Cat",(1998),8
2366,The Bar,(2017),6.3
2367,War on Everyone,(2016),5.8
2368,Night on Earth,(1991),7.7
2369,Burke and Hare,(2010),6.1
2370,House Party,(1990),6.4
2371,Amazon Women on the Moon,(1987),6.2
2372,Zeroville,(2019),4.5
2373,The Pirate Movie,(1982),5.3
2374,Ramona and Beezus,(2010),6.5
2375,Monster Trucks,(2016),5.6
2376,Brewster's Millions,(1985),6.5
2377,Cats & Dogs,(2001),5.1
2378,Skin Deep,(1989),6.1
2379,Vampire in Brooklyn,(1995),4.6
2380,An Awkward Sexual Adventure,(2012),6.1
2381,Stop! Or My Mom Will Shoot,(1992),4.3
2382,Get a Job,(2016),5.2
2383,The Idiots,(1998),6.8
2384,Happy Feet Two,(2011),5.8
2385,Soapdish,(1991),6.6
2386,Caddyshack II,(1988),3.7
2387,Miss Pettigrew Lives for a Day,(2008),7
2388,Balls of Fury,(2007),5.3
2389,Ernest Scared Stupid,(1991),5.7
2390,This Beautiful Fantastic,(2016),6.9
