,Movie title,Released Year,ImDb Rating
4448,Shadow of the Thin Man,(1941),7.2
4449,I Married a Witch,(1942),7.1
4450,Junk Head,(2017),7.4
4451,Jahaan Chaar Yaar,(2022),4.4
4452,Birthday Girl,(2001),6
4453,The Mouse That Roared,(1959),6.9
4454,Auntie Mame,(1958),7.9
4455,Jury Duty,(1995),4.2
4456,Duets,(2000),6.1
4457,18 Again!,(1988),5.7
4458,Storytelling,(2001),6.8
4459,Larry the Cable Guy: Health Inspector,(2006),3.4
4460,The Witches,(1967),6
4461,Wedding Daze,(2006),5.6
4462,Daphne & Velma,(2018),4.1
4463,Perfumes,(2019),6.6
4464,Everyone's Hero,(2006),5.7
4465,The D Train,(I) (2015),5.1
4466,Thoroughly Modern Millie,(1967),6.8
4467,Cops and Robbersons,(1994),5.2
4468,Taxi 5,(2018),4.7
4469,Downtown,(1990),5.6
4470,Magic Camp,(2020),6.3
4471,Hotel Paradiso,(1966),6.1
4472,The Main Event,(2020),4.8
4473,The Care Bears Movie,(1985),5.6
4474,Our Lips Are Sealed,(2000),5
4475,Top End Wedding,(2019),6.3
4476,The Phantom of Liberty,(1974),7.8
4477,Lassie,(2005),6.7
4478,The Beach Girls,(1982),4.9
4479,Curse of the Pink Panther,(1983),4.3
4480,The Harvey Girls,(1946),7
4481,The Lovers,(I) (2017),6
4482,The Last Laugh,(I) (2019),5.6
4483,Meet the Browns,(2008),4.4
4484,Dance Flick,(2009),3.5
4485,Date and Switch,(2014),5.7
4486,The Ruling Class,(1972),7.3
4487,Honkytonk Man,(1982),6.6
4488,Half Brothers,(2020),6
4489,Their Uncle,(2022),5.7
4490,National Theatre Live: Fleabag,(2019),8.3
4491,First Kid,(1996),5.2
4492,Kit Kittredge: An American Girl,(2008),6.5
4493,Le test,(2021),5.8
4494,Ana,(II) (2020),5.8
4495,The Family Fang,(2015),6.1
4496,Plump Fiction,(1997),2.6
4497,Hunk,(1987),4.6
4498,My Boyfriend's Back,(1993),5.4
4499,Born in East L.A.,(1987),6
4500,The Gumball Rally,(1976),6.2
4501,Love in the Afternoon,(1957),7.1
4502,Born to Be Blue,(2015),6.8
4503,Lemon Popsicle,(1978),6.4
4504,Dumbbells,(2014),3.5
4505,Jagga Jasoos,(2017),6.3
4506,Head of State,(2003),5.4
4507,The Grump: In Search of an Escort,(2022),6.9
4508,Labyrinth of Passion,(1982),6.1
4509,Gueros,(2014),7.4
4510,The Dish,(2000),7.2
4511,Doctor in Love,(1960),5.7
4512,Deseo,(2013),4.6
4513,Thunderpants,(2002),3.8
4514,The Knight Before Christmas,(2019),5.5
4515,Shrooms,(2007),4.6
4516,"Stay Away, Joe",(1968),4.5
4517,Don't Think Twice,(2016),6.7
4518,Welcome to the Jungle,(I) (2013),4.9
4519,To Trap a Spy,(1964),6
4520,Solitary Man,(2009),6.3
4521,Haunted Honeymoon,(1986),5.6
4522,Girls with Balls,(2018),3.9
4523,Pocketful of Miracles,(1961),7.1
4524,Camp,(2003),6.2
4525,Lay the Favorite,(2012),4.8
4526,Perfect Strangers,(2017),6.9
4527,Astérix and Obélix: God Save Britannia,(2012),5.3
4528,And God Created Woman,(1988),4.3
4529,Les 1001 nuits,(1990),5.4
4530,Project A,(1983),7.3
4531,The Bachelor,(1999),5
4532,The Oh in Ohio,(2006),5.5
4533,Gas Pump Girls,(1979),4.8
4534,Cannibal! The Musical,(1993),7
4535,Lottery Ticket,(I) (2010),5
4536,Together,(2000),7.4
4537,Shrink,(2009),6.6
4538,Andrew Schulz: Infamous,(2022),7.8
4539,Rosie,(III) (2022),5.3
4540,Thunderstruck,(I) (2012),5.1
4541,The Great Rupert,(1950),6.5
4542,Abe,(2019),6.2
4543,Bad Johnson,(2014),4.5
4544,The Twelve Chairs,(1970),6.4
4545,Getting Even with Dad,(1994),4.8
4546,Eight on the Lam,(1967),5.5
4547,The Mercenary,(1968),7.1
4548,Bikini Beach,(1964),5.4
4549,Oklahoma Crude,(1973),6.3
4550,Attack of the Killer Donuts,(2016),3.8
4551,DuckTales the Movie: Treasure of the Lost Lamp,(1990),6.8
4552,Deerskin,(2019),6.7
4553,Rock'n Roll,(2017),6.1
4554,A Room for Romeo Brass,(1999),7.6
4555,Go Back to China,(2019),6
4556,A Dog's Will,(2000),8.6
4557,Serious Men,(2020),6.8
4558,Texas Across the River,(1966),6.3
4559,China Salesman,(2017),2.8
4560,The Happy Hooker Goes to Washington,(1977),3.4
4561,Once Upon a Time in Serbia,(2022),7.3
4562,Rab Ne Bana Di Jodi,(2008),7.2
4563,Just Visiting,(2001),5.7
4564,Dog Days,(I) (2018),6.2
4565,How to Stuff a Wild Bikini,(1965),4.7
4566,Paradox Lost,(2021),5
4567,After the Storm,(2016),7.3
4568,Remember the Daze,(2007),5.7
4569,First Strike,(1996),6.6
4570,The Ramen Girl,(2008),6.3
4571,Trinity Is Still My Name,(1971),7.2
4572,Gray's Anatomy,(1996),6.7
4573,The Key Game,(2022),4.9
4574,All About Evil,(2010),6
4575,I Do... Until I Don't,(2017),4.4
4576,New Kids Turbo,(2010),6.3
4577,The Coca-Cola Kid,(1985),5.9
4578,I'll Be Home for Christmas,(1998),5.5
4579,Condorman,(1981),5.6
4580,Barney's Version,(2010),7.3
4581,Guess What We Learned in School Today?,(1970),4.1
4582,Badhaai Ho,(2018),8
4583,Hoodwinked 2: Hood vs. Evil,(2011),4.7
4584,Waffle Street,(2015),6.2
4585,Under the Rainbow,(1981),5.3
4586,Club Paradise,(1986),5
4587,The Extendables,(2014),3.5
4588,Caesar and Cleopatra,(1945),6.2
4589,Far More,(2021),6
4590,The Missionary,(1982),6.2
4591,Happy Hour in Paradise,(2015),4.4
4592,Student of the Year,(2012),5.2
4593,Haute couture,(2021),6.1
4594,Wish You Were Here,(1987),6.8
4595,The Pick-up Artist,(1987),5.3
4596,The Allnighter,(1987),4.2
4597,Hard to Die,(1990),4.8
4598,Free the Nipple,(2013),3.9
4599,Shortcut to Happiness,(2003),5.4
4600,The Key to Sex,(1999),4.9
4601,City Heat,(1984),5.5
4602,Sam Whiskey,(1969),5.9
4603,Jocks,(1986),3.8
4604,Never Too Young to Die,(1986),4.8
4605,Timmy Failure: Mistakes Were Made,(2020),6
4606,The Front Page,(1974),7.3
4607,Birdies,(2022),4.6
4608,Nancy Drew and the Hidden Staircase,(2019),5.7
4609,Spiders,(2013),3.4
4610,1 Night in San Diego,(2020),3.4
4611,CJ7,(2008),6.4
4612,Stroker Ace,(1983),4.8
4613,A Pigeon Sat on a Branch Reflecting on Existence,(2014),6.9
4614,Die Hard Fan,(2022),8.5
4615,Double Trouble,(1967),5.1
4616,"Munster, Go Home!",(1966),6.3
4617,See Spot Run,(2001),5.3
4618,One Small Hitch,(2013),6.5
4619,An Unexpected Love,(2018),6.7
4620,Me You Madness,(2021),3.7
4621,Language Lessons,(2021),7.1
4622,The Myth,(2005),6.1
4623,In Praise of Older Women,(1978),5.6
4624,"Big Mommas: Like Father, Like Son",(2011),4.4
4625,Voyage of the Rock Aliens,(1984),5.1
4626,Do You Remember Dolly Bell?,(1981),7.6
4627,Pink Cadillac,(1989),5.3
4628,Tulsa,(2020),6.1
4629,Bodied,(2017),7
4630,Corporate Animals,(2019),4.4
4631,Kaagaz,(2021),7.3
4632,Desire,(2017),3.9
4633,Live Is Life,(2021),6.3
4634,Escape to Athena,(1979),5.6
4635,Made in America,(1993),5
4636,The Hallelujah Trail,(1965),6.5
4637,The Giant Mechanical Man,(2012),6.7
4638,House of the Long Shadows,(1983),6.2
4639,Boo 2! A Madea Halloween,(2017),3.8
4640,12 Hour Shift,(2020),5.4
4641,Lost in London,(I) (2017),6.2
4642,A New Leaf,(1971),7.3
4643,The Wilde Wedding,(2017),5.1
4644,Nekrotronic,(2018),5.5
4645,Killer Tongue,(1996),4.5
4646,Our Ladies,(2019),6.7
4647,Kika,(1993),6.5
4648,Sinkhole,(I) (2021),6.1
4649,Inbred,(2011),5.2
4650,Show Dogs,(2018),3.9
4651,The Legacy of a Whitetail Deer Hunter,(2018),5.5
4652,In the Soup,(1992),7.1
4653,Cutting Class,(1989),4.5
4654,California Suite,(1978),6.2
4655,The Shaggy Dog,(1959),6.4
4656,"Faith, Hope & Love",(2019),6.2
4657,A Night at the Opera,(1935),7.8
4658,Edge of Seventeen,(1998),6.8
4659,The Big Bounce,(2004),4.9
4660,Luka Chuppi,(I) (2019),6.3
4661,Asterix: The Secret of the Magic Potion,(2018),6.7
4662,The Three Caballeros,(1944),6.3
4663,Father There Is Only One,(2019),6
4664,Come As You Are,(2019),7
4665,Rudderless,(2014),7.4
4666,The Four Seasons,(1981),6.8
4667,Flower Drum Song,(1961),6.9
4668,Nina Takes a Lover,(1994),5.5
4669,Doghouse,(2009),6
4670,Bamboozled,(2000),6.6
4671,Citizen Ruth,(1996),7
4672,The Strongest Man in the World,(1975),5.9
4673,Being Julia,(2004),7
4674,Non-Fiction,(2018),6.4
4675,Gutterballs,(2008),4.5
4676,Act Super Naturally,(2019),6.6
4677,Jab We Met,(2007),7.9
4678,The Private Life of Sherlock Holmes,(1970),7
4679,Meet Bill,(2007),6.2
4680,Bala,(2019),7.3
4681,The Incredible Mr. Limpet,(1964),6.5
4682,El Camino Christmas,(2017),5.7
4683,Fairy Tales,(1978),5
4684,The House of Yes,(1997),6.5
4685,Chaos Theory,(II) (2007),6.6
4686,Belle Epoque,(1992),7.1
4687,Aqua Teen Hunger Force Colon Movie Film for Theaters,(2007),6.6
4688,Tumbledown,(2015),6.2
4689,Hobgoblins,(1988),2.1
4690,Crabs!,(2021),4.4
4691,Love and Other Disasters,(2006),6.1
4692,Munchies,(1987),3.9
4693,The Ex,(2006),5.4
4694,Cousins,(1989),6.3
4695,A Guy Thing,(2003),5.6
4696,Cougars Inc.,(2011),4.9
4697,Prevenge,(2016),5.9
4698,Juliet of the Spirits,(1965),7.5
4699,Legal Eagles,(1986),6
4700,Under the Amalfi Sun,(2022),5.3
4701,Friendship,(2008),6.5
4702,Better Living Through Chemistry,(2014),6.2
4703,State and Main,(2000),6.7
4704,Blackbeard's Ghost,(1968),6.8
4705,A Ticket to Tomahawk,(1950),6.1
4706,After School Special,(2017),2.1
4707,Funny Lady,(1975),6.1
4708,Coffee & Kareem,(2020),5.1
4709,Hollywood Chainsaw Hookers,(1988),5.3
4710,Girl in Progress,(2012),5.5
4711,Cannibal Girls,(1973),4.6
4712,Capture the Flag,(2015),5.8
4713,Basmati Blues,(2017),3.7
4714,Libeled Lady,(1936),7.8
4715,Aladin,(2009),4.7
4716,Take Me,(2017),6.1
4717,Life Stinks,(1991),5.9
4718,The New Girlfriend,(2014),6.5
4719,Mascarade,(2022),6.3
4720,That's Amore,(2020),6.9
4721,Ur spår,(2022),6.1
4722,The Knack... and How to Get It,(1965),6.3
4723,Kisses and Caroms,(2006),4.4
4724,I Vitelloni,(1953),7.8
4725,Superheroes,(2021),6.6
4726,Cecil B. Demented,(2000),6.2
4727,An American Carol,(2008),4.1
4728,Sordid Lives,(2000),6.7
4729,The Outcasts,(2017),5.4
4730,Beauty and the Billionaire,(2022),5.5
4731,Ratchet & Clank,(2016),5.5
4732,Hot Money,(1936),6
4733,Dr. Phibes Rises Again,(1972),6.3
4734,How to Deal,(2003),5.6
4735,"If It's Tuesday, This Must Be Belgium",(1969),6.3
4736,Story of Ricky,(1991),7
4737,Spud,(2010),6.6
4738,Monkey Trouble,(1994),5.3
4739,We Are the Nobles,(2013),7.3
4740,Zanox,(2022),7.4
4741,Saakini Daakini,(2022),7.5
4742,Le Tigre et le président,(2022),6.1
4743,Tarzoon: Shame of the Jungle,(1975),5
4744,The Climb,(2019),6.7
4745,ThanksKilling,(2009),4.1
4746,The Big Hit,(2020),7
4747,Double Wedding,(1937),6.9
4748,Fatal Instinct,(1993),5.7
4749,The Electric Horseman,(1979),6.4
4750,Slaughterhouse Rock,(1987),4.4
4751,Beyond Re-Animator,(2003),5.8
4752,Big Ass Spider!,(2013),5.3
4753,Dr. Goldfoot and the Bikini Machine,(1965),5
4754,The Crimson Pirate,(1952),7.1
4755,Daddy and Them,(2001),5.6
4756,Down to Earth,(2001),5.4
4757,"For a Good Time, Call...",(2012),6
4758,Uncle Peckerhead,(2020),5.9
4759,Cookie's Fortune,(1999),6.8
4760,The Miracle,(2015),7.6
4761,Cherry,(I) (2010),6.7
4762,Hollywood Ending,(2002),6.5
4763,Happily N'Ever After,(2006),4.5
4764,My Secret Billionaire,(2009),5.2
4765,A Gaza Weekend,(2022),9.1
4766,100 Things,(2018),6.3
4767,Hero,(I) (1992),6.5
4768,Stage Fright,(I) (2014),5.2
4769,It's in the Bag!,(1945),6.7
4770,Ro.Go.Pa.G.,(1963),6.9
4771,The First Turn-On!!,(1983),4.2
4772,Julien Donkey-Boy,(1999),6.7
4773,Shooting Elizabeth,(1992),5.2
4774,Spring Breakdown,(2009),4.8
4775,The Land,(I) (2021),6.2
4776,Boss Nigger,(1974),6.3
4777,Rugrats Go Wild,(2003),5.5
4778,Wide Awake,(1998),5.9
4779,Li'l Abner,(1959),6.7
4780,Mr. Deeds Goes to Town,(1936),7.8
4781,The Onion Movie,(2008),6.2
4782,The Cat and the Canary,(1939),7.1
4783,Benden Ne Olur,(2022),4.8
4784,Pink Skies Ahead,(2020),6.1
4785,Viva,(II) (2007),5.9
4786,Too Old for Fairy Tales,(2022),6.2
4787,Carry on Screaming!,(1966),6.8
4788,The Happy Thieves,(1961),5.2
4789,Your Friends and Neighbors,(1998),6.3
4790,Rise of the Footsoldier 3,(2017),5.7
4791,Teen Lust,(2014),4.7
4792,Into the Wind,(2022),5.2
4793,Tallulah,(2016),6.7
4794,The Coed and the Zombie Stoner,(2014),3.6
4795,The Sasquatch Gang,(2006),6.1
4796,The Escape of Prisoner 614,(2018),4.5
4797,Dreambuilders,(2020),6
4798,Haters,(2021),3.6
4799,Road to Singapore,(1940),6.6
4800,Annie Get Your Gun,(1950),6.9
4801,Now You Know,(2002),6.4
4802,Chinese Puzzle,(2013),6.9
4803,The Healer,(IV) (2016),6.3
4804,The Funhouse Massacre,(2015),5.2
4805,Alien from L.A.,(1988),3
4806,Precious Cargo,(2016),4.6
4807,Slaughterhouse,(1987),5.3
4808,Forget Paris,(1995),6.5
4809,A Midsummer Night's Dream,(1968),6.5
4810,Grabbers,(2012),6.2
4811,Meet the Deedles,(1998),4
4812,The MatchMaker,(1997),6.5
4813,Scare Package,(I) (2019),5.4
4814,Eternal Summer,(I) (2015),6.2
4815,Priyan Ottathilanu,(2022),7
4816,Ala je lep ovaj svet,(2022),7
4817,FDR: American Badass!,(2012),5.3
4818,Soul Men,(2008),6.4
4819,Lecciones para canallas,(2022),5.7
4820,Reno 911! Miami,(2007),5.9
4821,Baghead,(2008),6
4822,Husbands,(1970),7.1
4823,Hard Breakers,(2010),2.8
4824,See You Up There,(2017),7.4
4825,Stardust Memories,(1980),7.2
4826,Blue Iguana,(2018),5.6
4827,Szia Életem!,(2022),6.9
4828,My One and Only,(2009),6.5
4829,Cats & Dogs: The Revenge of Kitty Galore,(2010),4.3
4830,Babe Watch: Forbidden Parody,(1996),2.9
4831,The Time of Their Lives,(2017),6
4832,Outrageous Fortune,(1987),6.2
4833,Fubar,(2002),6.8
4834,Priceless,(2006),7
4835,Lemon,(2017),4.7
4836,Summer Night,(2019),4.8
4837,Infinitely Polar Bear,(2014),6.9
4838,Hell Baby,(2013),4.9
4839,Corky Romano,(2001),4.7
4840,Paris When It Sizzles,(1964),6.3
4841,Switched,(2020),4.8
4842,Irreconcilable Differences,(1984),5.8
4843,Chompy & The Girls,(2021),5.6
4844,Rapture-Palooza,(2013),5.2
4845,Zombie for Sale,(2019),6.6
4846,City Island,(2009),7.4
4847,Hansel & Gretel Get Baked,(2013),4.3
4848,Best Night Ever,(2013),3.9
4849,Chimes at Midnight,(1965),7.7
4850,Mon Oncle,(1958),7.7
4851,Appropriate Behavior,(2014),6.5
4852,Swing Time,(1936),7.5
4853,Stories Not to Be Told,(2022),7.8
4854,Spaced Invaders,(1990),5.3
4855,Harum Scarum,(1965),4.6
4856,Who's Singin' Over There?,(1980),8.8
4857,The Survivors,(1983),5.8
4858,Dear Dictator,(2017),5
4859,A Very Sordid Wedding,(2017),5.2
4860,Celine and Julie Go Boating,(1974),7.3
4861,Frownland,(2007),6.2
4862,Agent Cody Banks 2: Destination London,(2004),4.5
4863,G.O.R.A.,(2004),8
4864,Pitching Tents,(2017),4.5
4865,Omniboat: A Fast Boat Fantasia,(2020),6.1
4866,The Stöned Age,(1994),6.2
4867,Good Deeds,(2012),5.6
4868,The Matador,(2005),6.7
4869,Freeway II: Confessions of a Trickbaby,(1999),5.3
4870,Seeking True Love,(2017),7.5
4871,Pyaar Ka Punchnama,(2011),7.6
4872,Trapped in Paradise,(1994),5.9
4873,The Return of Captain Invincible,(1983),5.5
4874,Gambit,(1966),7.1
4875,The Opportunists,(1999),5.7
4876,Ride Your Wave,(2019),6.8
4877,Dancing Queens,(2021),5.6
4878,Let the Wrong One In,(2021),5.4
4879,Mandibles,(2020),6.6
4880,Champions,(I) (2018),7.2
4881,Palindromes,(2004),6.7
4882,Citizen Toxie: The Toxic Avenger IV,(2000),6
4883,Intermission,(2003),6.8
4884,Topkapi,(1964),7
4885,Mo' Money,(1992),5.5
4886,George and the Dragon,(2004),5.6
4887,Dil to Pagal Hai,(1997),7
4888,Pandemonium,(1982),5.2
4889,Spaced Out,(1979),4.4
4890,Andaz Apna Apna,(1994),8
4891,Mini's First Time,(2006),5.8
4892,All Kinds of Love,(2022),6.4
4893,Laws of Attraction,(2004),5.8
4894,Trailer Park Boys,(1999),7.9
4895,Finding Bliss,(2009),5.2
4896,Suicide for Beginners,(2022),4.5
4897,Schoolgirl Report Part 3: What Parents Find Unthinkable,(1972),4.6
4898,Hanging Up,(2000),4.8
4899,Bill,(I) (2015),6.5
4900,Dude Bro Party Massacre III,(2015),6
4901,The Beautiful Person,(2008),6.6
4902,Doctor Detroit,(1983),5.2
4903,Benny Loves You,(2019),5.6
4904,Blonde and Blonder,(2008),2.8
4905,8 Heads in a Duffel Bag,(1997),5.4
4906,Contra,(I) (2020),6.7
4907,Lost in America,(1985),7
4908,Kill Me Three Times,(2014),5.8
4909,Christmas Inheritance,(2017),5.7
4910,Not of This Earth,(1988),4.9
4911,Desperate Living,(1977),7
4912,The Pebble and the Penguin,(1995),5.5
4913,Maa Da Ladla,(2022),7.2
4914,The Pajama Game,(1957),6.7
4915,Here We Go Again,(1942),5.8
4916,You Can't Cheat an Honest Man,(1939),7
4917,The Four of Us,(2021),5.3
4918,Grand Theft Auto,(1977),5.4
4919,The Lady Eve,(1941),7.7
4920,Corro da te,(2022),6.4
4921,Meatballs Part II,(1984),3.6
4922,The Night Watchmen,(2017),5.3
4923,Trouble in Paradise,(1932),8
4924,Heartbreak Hotel,(1988),5.7
4925,Bob Roberts,(1992),7
4926,The Rookies,(2019),3.9
4927,Forty Winks,(2022),9.1
4928,976-EVIL,(1988),5
4929,Bonneville,(2006),6.1
4930,Smartass,(2017),4.8
4931,Beach Blanket Bingo,(1965),5.6
4932,Moving,(1988),6
4933,Crash Pad,(I) (2017),5.7
4934,Virgin Hunters 2,(2016),5.5
4935,People Just Do Nothing: Big in Japan,(2021),6.8
4936,Quiet Days in Clichy,(1970),5.2
4937,Wonderland,(2017),6.1
4938,Space Chimps,(2008),4.5
4939,Adventures of a Plumber's Mate,(1978),4
4940,Hera Pheri,(2000),8.1
4941,Breaking All the Rules,(1985),5.5
4942,The Argument,(2020),4.6
4943,Smoking Causes Coughing,(2022),6.6
4944,Meatballs III: Summer Job,(1986),3.4
4945,The Nut Job 2: Nutty by Nature,(2017),5.5
4946,Breaking Fast,(2020),6.5
4947,They All Laughed,(1981),6.3
4948,Addicted to Fresno,(2015),5.4
4949,Freebie and the Bean,(1974),6.6
4950,Charlie's Farm,(2014),4.6
4951,The Silent Partner,(1978),7.4
4952,Dad's Army,(2016),5.2
4953,Dad,(1989),6.3
4954,Brief Crossing,(2001),6.8
4955,The Unicorn,(I) (2018),5.2
4956,The World Is Yours,(2018),6.3
4957,The Getaway King,(2021),6.5
4958,Eat Wheaties!,(2020),6.1
4959,Horrid Henry: The Movie,(2011),3.5
4960,Pirates,(2021),5.6
4961,Blue Summer,(1973),4.6
4962,Adventures of a Taxi Driver,(1976),4.3
4963,Zero Effect,(1998),6.9
4964,Happy Endings,(2005),6.3
4965,Design for Living,(1933),7.4
4966,#Realityhigh,(2017),5.1
4967,Intimate Affairs,(2001),4.6
4968,"For Better, for Worse",(2019),4.6
4969,Meatballs 4,(1992),3.4
4970,Zorro,(I) (1975),6.4
4971,Ninja Cheerleaders,(2008),3.3
4972,Enter the Fat Dragon,(2020),5.7
4973,Run Ronnie Run,(2002),6.2
4974,The Sapphires,(2012),7
4975,Return to Horror High,(1987),4.3
4976,On the Milky Road,(2016),6.3
4977,Seven Beauties,(1975),7.7
4978,Punk's Dead: SLC Punk 2,(2016),4.6
4979,Speed Zone,(1989),4.4
4980,The Ice Harvest,(2005),6.2
4981,Piku,(2015),7.6
4982,The Glimmer Man,(1996),5.4
4983,Mr. Freedom,(1968),6.4
4984,There's No Business Like Show Business,(1954),6.4
4985,40-Love,(2021),5.2
4986,Peter's Friends,(1992),7
4987,Pieces of April,(2003),7
4988,Breaking Up,(1997),4.7
4989,Sam,(XI) (2017),5.1
4990,Rocket Singh: Salesman of the Year,(2009),7.5
4991,Taking Care of Business,(1990),6.4
4992,The Gods Must Be Crazy II,(1989),6.8
4993,Dreaming About You,(1992),5.8
4994,Melinda and Melinda,(2004),6.4
4995,Spider Man: Lost Cause,(2014),4.3
4996,The Rose Tattoo,(1955),6.9
4997,Herod's Law,(1999),7.8
4998,Larger Than Life,(1996),5.6
4999,Celebrity Sex Tape,(2012),2.9
5000,Not Another Happy Ending,(2013),6.1
5001,Twelfth Night,(1996),7.1
5002,Marriage Italian Style,(1964),7.4
5003,Fun and Fancy Free,(1947),6.4
5004,Drunk Bus,(2020),6.2
5005,OMG: Oh My God!,(2012),8.1
5006,On a Clear Day You Can See Forever,(1970),6.3
5007,Results,(I) (2015),5.4
5008,Two Days in Paris,(2007),6.7
5009,Asterix and Obelix: Mansion of the Gods,(2014),6.9
5010,Rock the Kasbah,(2015),5.5
5011,The Bishop's Wife,(1947),7.6
5012,8 ½ Women,(1999),5.6
5013,Heavy Trip,(2018),7
5014,Support Your Local Gunfighter,(1971),6.8
5015,Voy a pasármelo bien,(2022),7.3
5016,A Glimpse Inside the Mind of Charles Swan III,(2012),4.6
5017,Starbuck,(2011),7.2
5018,Don't Make Waves,(1967),5.8
5019,We Need to Talk,(2022),4.5
5020,Terminal Exposure,(1987),4.3
5021,Carbon Copy,(1981),5.6
5022,These Glamour Girls,(1939),6.3
5023,Made for Each Other,(1939),6.3
5024,"Carry On, Munna Bhai",(2006),8
5025,Stuck,(I) (2007),6.5
5026,Evil Bong,(2006),3.8
5027,Heroic Losers,(2019),7.2
5028,Banana Split,(2018),6.2
5029,Clockwatchers,(1997),6.6
5030,"Play It Again, Sam",(1972),7.6
5031,The Sex Monster,(1999),5.1
5032,Cockneys vs Zombies,(2012),5.9
5033,Almost Adults,(2016),5.6
5034,The Private Lesson,(1975),4.9
5035,What a Beautiful Day,(2011),6.3
5036,Billy Elliot,(2014),8.4
5037,Scents and Sensibility,(2011),5.3
5038,You Might Be the Killer,(2018),5.9
5039,Dickshark,(2016),2.3
5040,2 States,(2014),6.9
5041,Kikujiro,(1999),7.7
5042,Bhool Bhulaiyaa,(2007),7.4
5043,See You in Valhalla,(2015),5.2
5044,The Out of Towners,(1970),7
5045,Naked in New York,(1993),5.5
5046,Swing Vote,(2008),6.1
5047,Broadway Danny Rose,(1984),7.4
5048,Born Yesterday,(1950),7.5
5049,Drunk Parents,(2019),4
5050,School Life,(2019),6.5
5051,The Invisible Thread,(2022),6.7
5052,Eviction,(2021),6.6
5053,Man About the House,(1974),5.9
5054,Biography of a Bachelor Girl,(1935),6.1
5055,The Polka King,(2017),5.9
5056,Topper,(1937),7.2
5057,Party Girl,(1995),6.5
5058,The Ambulance,(1990),5.9
5059,Operation Mad Ball,(1957),6.5
5060,Red Snow,(2021),5.3
5061,Buddy Buddy,(1981),6.5
5062,Oil on Canvas,(2019),4.8
5063,Her Alibi,(1989),5.8
5064,Bulletproof 2,(2020),3.5
5065,Brigsby Bear,(2017),7.3
5066,Prince Avalanche,(2013),6.3
5067,The Man,(2005),5.5
5068,Monster in the Closet,(1987),4.9
5069,Paper Soldiers,(2002),5.3
5070,Modesty Blaise,(1966),5
5071,Boundaries,(I) (2018),5.4
5072,Carry on Emmannuelle,(1978),3.2
5073,Young Einstein,(1988),5.2
5074,Madame Claude,(1977),4.7
5075,On Your Wedding Day,(2018),7
5076,Foolproof,(2003),6.4
5077,The Silence of the Hams,(1994),4.6
5078,Jaane Tu... Ya Jaane Na,(2008),7.4
5079,Still Crazy,(1998),7
5080,Divine,(II) (2020),5.5
5081,The Strawberry Blonde,(1941),7.2
5082,House of D,(2004),6.8
5083,Carry on Up the Khyber,(1968),6.8
5084,Small Time Crooks,(2000),6.6
5085,"Who Are You, Polly Maggoo?",(1966),6.9
5086,Blood Diner,(1987),5.3
5087,Everybody Hates Johan,(2022),7
5088,Off the Rails,(I) (2021),5.2
5089,Arthur 2: On the Rocks,(1988),4.6
5090,Stuck Together,(2021),6.3
5091,InAPPropriate Comedy,(2013),2.7
5092,Ripped,(2017),4.7
5093,100 Bloody Acres,(2012),6
5094,The Chaos Class,(1975),9.2
5095,Untitled Horror Movie,(2021),4.8
5096,Much Ado About Nothing,(2011),8.5
5097,Girly,(1970),6.5
5098,This Christmas,(2007),6.3
5099,Serial,(1980),6.5
5100,"Someone, Somewhere",(2019),6.6
5101,Lulli,(2021),4.8
5102,The Reivers,(1969),6.7
5103,Kumbalangi Nights,(2019),8.5
5104,Divorce Italian Style,(1961),8
5105,Regular Show: The Movie,(2015),7.4
5106,Another Stakeout,(1993),5.6
5107,"When I Grow Up, I'll Be a Kangaroo",(2004),8.4
5108,Eat Locals,(2017),5.3
5109,Kiss Me Kate,(1953),7
5110,A Thin Line Between Love and Hate,(1996),5.5
5111,Nuns on the Run,(1990),5.9
5112,Forever Young,(2022),6.9
5113,What Planet Are You From?,(2000),5.6
5114,Playing God,(2021),5.3
5115,The Wild Boys,(2017),6.8
5116,That Darn Cat,(1997),4.6
5117,Swinging Safari,(2018),5.6
5118,Undrafted,(2016),6.2
5119,Taxi,(III) (2015),7.3
5120,Trading Mom,(1994),5.4
5121,Putney Swope,(1969),6.8
5122,Girlfriend's Day,(2017),5.2
5123,Mard Ko Dard Nahin Hota,(2018),7.3
5124,The Humbling,(2014),5.5
5125,Hindi Medium,(2017),7.8
5126,I Love You,(2022),4.5
5127,The Love Lottery,(1954),5.4
5128,Krystal,(2017),5.5
5129,The Incredibly True Adventure of Two Girls in Love,(1995),6.6
5130,The Vampire Happening,(1971),4.6
5131,Family,(III) (2018),6.3
5132,The Wedding Banquet,(1993),7.6
5133,Poultrygeist: Night of the Chicken Dead,(2006),6
5134,The Confirmation,(2016),6.4
5135,My Giant,(1998),5
5136,Buying the Cow,(2002),5.8
5137,Feast of the Seven Fishes,(2019),6.7
5138,Adult Life Skills,(2016),6.2
5139,Multiple Maniacs,(1970),6.6
5140,Easy,(2003),5.8
5141,Golden Balls,(1993),6.1
5142,Sex Weather,(2018),5.5
5143,Music from Another Room,(1998),6.3
5144,Asteroid,(I) (2021),4.3
5145,Christmas on the Farm,(2021),5.1
5146,Clockwise,(1986),6.6
5147,The Other Side of Hope,(2017),7.2
5148,We Still Kill the Old Way,(2014),6
5149,I Love Trouble,(1994),5.3
5150,Fixed,(I) (2017),4.2
